event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV0671,Engagement,Batticaloa,Temple Hall,Temple Hall - Batticaloa,154,Peak Season (Dec-Jan),13/09/2024,3,41365,Golden Hour Photography,077-5863345,4.7,13,35856,Luxury Decor,077-2026875,4.8,14,335689,2179,Taste of Ceylon,077-1303301,4.7,12,48447,011-9045317,27674,Celebration Sounds,077-4005495,4.4,6,50502,Dream Videos,077-5539236,4.7,10,17229,573098,"100,670",3721,Yes,Yes,Paid,155718
EV0672,Wedding,Negombo,Convention Center,Convention Center - Negombo,490,Peak Season (Dec-Jan),25/09/2024,12,69423,Sunset Photography,077-1213496,4.8,10,107435,Modern Elegance,077-1792611,4.7,10,787062,1606,Elite Catering,077-1010601,4.8,16,364299,011-3785549,0,N/A,N/A,0,0,38692,Cinematic Dreams,077-1770481,4.8,12,24736,1425201,"100,671",2908,No,Yes,Paid,490327
EV0673,Anniversary,Galle,Community Hall,Community Hall - Galle,92,Regular Season,22/08/2024,10,51939,Sunset Photography,077-2984998,4.8,10,56529,Modern Elegance,077-9905673,4.7,10,261758,2845,Heritage Foods,077-8920592,4.7,13,88294,011-3358916,0,N/A,N/A,0,0,40071,Cinema Visions,077-7953239,4.8,11,51529,622985,"100,672",6771,No,Yes,Paid,128488
EV0674,Birthday,Anuradhapura,Beach Resort,Beach Resort - Anuradhapura,36,Off Season (May-Sep),05/12/2024,4,23667,Elite Photography,077-3114701,4.9,15,56053,Classic Touch,077-2960067,4.4,6,69049,1918,Gourmet Lanka,077-6429229,4.9,18,204399,011-9634985,0,N/A,N/A,0,0,47232,Dream Videos,077-6774600,4.7,10,11903,456617,"100,673",12683,No,Yes,Partial,170979
EV0675,Birthday,Jaffna,Garden Venue,Garden Venue - Jaffna,53,Off Season (May-Sep),20/06/2024,5,29211,Moments Captured,077-6464008,4.7,12,39377,Flower Paradise,077-7247255,4.8,12,116865,2205,Feast Makers,077-4738590,4.6,9,105896,011-7039726,0,N/A,N/A,0,0,0,N/A,N/A,0,0,31389,350799,"100,674",6618,No,No,Partial,93049
EV0676,Wedding,Negombo,Convention Center,Convention Center - Negombo,310,Regular Season,30/08/2024,4,44890,Sunset Photography,077-3402268,4.8,10,97191,Stylish Setups,077-8773126,4.5,8,585900,1890,Royal Caterers,077-9298908,4.8,15,143466,011-3317455,40141,Elite Entertainment,077-8140361,4.8,12,44987,Dream Videos,077-5541591,4.7,10,18068,1105856,"100,675",3567,Yes,Yes,Paid,357741
EV0677,Engagement,Jaffna,Community Hall,Community Hall - Jaffna,221,Regular Season,16/01/2025,3,38163,Royal Pictures,077-1791274,4.6,9,41129,Dream Decorations,077-7094706,4.5,7,524200,2371,Spice Garden Catering,077-6176003,4.5,10,54048,011-7027178,51871,Celebration Sounds,077-2556022,4.4,6,36080,Motion Pictures,077-5333997,4.6,9,14266,802165,"100,676",3629,Yes,Yes,Partial,233286
EV0678,Corporate Event,Matara,Community Hall,Community Hall - Matara,213,Peak Season (Dec-Jan),05/03/2025,12,60533,Elite Photography,077-4408703,4.9,15,111481,Modern Elegance,077-1614835,4.7,10,544044,2554,Spice Garden Catering,077-6593021,4.5,10,76300,011-3940855,55122,Celebration Sounds,077-9192824,4.4,6,47377,Epic Moments,077-9565525,4.9,14,29739,1045034,"100,677",4906,Yes,Yes,Paid,255457
EV0679,Wedding,Batticaloa,Temple Hall,Temple Hall - Batticaloa,192,Peak Season (Dec-Jan),17/12/2025,5,30684,Creative Lens Studio,077-8294648,4.5,8,74433,Royal Events Decor,077-4086244,4.9,15,306028,1593,Divine Dishes,077-6301091,4.6,8,50437,011-7740082,0,N/A,N/A,0,0,55028,Epic Moments,077-2050167,4.9,14,20577,599200,"100,678",3120,No,Yes,Paid,141595
EV0680,Anniversary,Kurunegala,Community Hall,Community Hall - Kurunegala,94,Off Season (May-Sep),29/09/2024,10,35507,Royal Pictures,077-3727728,4.6,9,56946,Royal Events Decor,077-7668783,4.9,15,95786,1019,Elite Catering,077-2095626,4.8,16,41795,011-4603753,0,N/A,N/A,0,0,78183,Cinema Visions,077-4766214,4.8,11,41404,358634,"100,679",3815,No,Yes,Paid,130086
EV0681,Birthday,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,143,Regular Season,30/06/2024,4,58467,Dream Shots,077-6710639,4.3,5,89056,Floral Fantasy,077-3746863,4.6,9,367524,2570,Gourmet Lanka,077-2597185,4.9,18,84111,011-7907859,0,N/A,N/A,0,0,88195,Cinema Visions,077-2425801,4.8,11,14444,783578,"100,680",5479,No,Yes,Partial,260707
EV0682,Corporate Event,Kurunegala,Restaurant,Restaurant - Kurunegala,149,Peak Season (Dec-Jan),29/04/2024,3,52001,Candid Clicks,077-2198851,4.4,6,88654,Luxury Decor,077-8400553,4.8,14,232291,1559,Delicious Bites,077-8763837,4.3,6,148539,011-8133146,53968,Celebration Sounds,077-2241156,4.4,6,78620,Video Art Studio,077-3309534,4.5,7,17285,661844,"100,681",4441,Yes,Yes,Paid,202367
EV0683,Birthday,Nuwara Eliya,Beach Resort,Beach Resort - Nuwara Eliya,89,Off Season (May-Sep),13/03/2024,3,39526,Sunset Photography,077-9435206,4.8,10,40310,Modern Elegance,077-6733093,4.7,10,279646,3142,Feast Makers,077-8288314,4.6,9,225453,011-9121267,33070,Celebration Sounds,077-9998897,4.4,6,54524,Dream Videos,077-2913893,4.7,10,31541,698426,"100,682",7847,Yes,Yes,Paid,220440
EV0684,Engagement,Matara,Beach Resort,Beach Resort - Matara,150,Regular Season,09/12/2024,3,48148,Royal Pictures,077-6252627,4.6,9,78435,Creative Designs,077-9465658,4.3,5,188265,1255,Taste of Ceylon,077-1346743,4.7,12,293404,011-8329575,0,N/A,N/A,0,0,47974,Cinematic Dreams,077-8796027,4.8,12,26932,734805,"100,683",4898,No,Yes,Paid,259944
EV0685,Corporate Event,Negombo,Temple Hall,Temple Hall - Negombo,55,Peak Season (Dec-Jan),18/05/2024,3,71747,Creative Lens Studio,077-6504438,4.5,8,57250,Flower Paradise,077-9976003,4.8,12,56443,1026,Feast Makers,077-2695578,4.6,9,66061,011-9177169,84268,Rhythm Masters,077-9427002,4.6,9,72446,Perfect Motion,077-3063881,4.4,6,15961,461510,"100,684",8391,Yes,Yes,Paid,118461
EV0686,Wedding,Kandy,Convention Center,Convention Center - Kandy,386,Off Season (May-Sep),19/04/2025,4,41443,Elite Photography,077-2012566,4.9,15,61111,Floral Fantasy,077-1119359,4.6,9,542001,1404,Royal Caterers,077-6601298,4.8,15,133588,011-6568038,68188,DJ Paradise,077-6398188,4.7,11,64717,Cinematic Dreams,077-8217588,4.8,12,54334,985313,"100,685",2552,Yes,Yes,Paid,269329
EV0687,Corporate Event,Matara,Convention Center,Convention Center - Matara,72,Regular Season,20/02/2024,4,45065,Royal Pictures,077-5026266,4.6,9,73953,Floral Fantasy,077-8911074,4.6,9,93456,1298,Heritage Foods,077-9156395,4.7,13,143359,011-3524300,0,N/A,N/A,0,0,77222,Video Art Studio,077-8666109,4.5,7,14070,499735,"100,686",6940,No,Yes,Paid,185427
EV0688,Engagement,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,184,Off Season (May-Sep),18/01/2025,8,46497,Sunset Photography,077-6026673,4.8,10,39102,Modern Elegance,077-7871859,4.7,10,376261,2044,Divine Dishes,077-5456045,4.6,8,29691,011-2359482,0,N/A,N/A,0,0,114964,Motion Pictures,077-7263018,4.6,9,30442,716218,"100,687",3892,No,Yes,Paid,148611
EV0689,Engagement,Batticaloa,Garden Venue,Garden Venue - Batticaloa,205,Peak Season (Dec-Jan),05/05/2025,8,45339,Elite Photography,077-4546948,4.9,15,51089,Elegant Decor,077-1362517,4.6,8,307008,1497,Gourmet Lanka,077-7908210,4.9,18,227380,011-6824562,0,N/A,N/A,0,0,58193,Epic Moments,077-1753357,4.9,14,43151,741969,"100,688",3619,No,Yes,Partial,221892
EV0690,Corporate Event,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,195,Regular Season,11/08/2024,3,54187,Moments Captured,077-4297494,4.7,12,77707,Dream Decorations,077-1356901,4.5,7,600034,3077,Delicious Bites,077-8127267,4.3,6,247882,011-8761587,102059,Celebration Sounds,077-3010214,4.4,6,77651,Video Art Studio,077-2772652,4.5,7,24567,1232282,"100,689",6319,Yes,Yes,Partial,453268
EV0691,Corporate Event,Colombo,Restaurant,Restaurant - Colombo,292,Peak Season (Dec-Jan),22/09/2024,3,74925,Elite Photography,077-2581975,4.9,15,79115,Creative Designs,077-4901510,4.3,5,786122,2692,Delicious Bites,077-1141410,4.3,6,213129,011-7075467,0,N/A,N/A,0,0,0,N/A,N/A,0,0,57570,1351175,"100,690",4627,No,No,Paid,438507
EV0692,Wedding,Jaffna,Temple Hall,Temple Hall - Jaffna,161,Peak Season (Dec-Jan),21/09/2024,6,49720,Moments Captured,077-5505201,4.7,12,64610,Luxury Decor,077-5689206,4.8,14,407748,2532,Spice Garden Catering,077-2112073,4.5,10,48110,011-2165090,70830,Music Magic,077-1949541,4.5,7,76390,Motion Pictures,077-9300492,4.6,9,35003,734947,"100,691",4564,Yes,Yes,Paid,161644
EV0693,Birthday,Kandy,Community Hall,Community Hall - Kandy,129,Off Season (May-Sep),27/08/2024,4,39898,Elite Photography,077-5290929,4.9,15,75102,Luxury Decor,077-7826210,4.8,14,305749,2370,Royal Caterers,077-4434062,4.8,15,77412,011-3537902,78030,Sound Wave DJs,077-3977218,4.7,10,89921,Video Art Studio,077-7261161,4.5,7,53555,790828,"100,692",6130,Yes,Yes,Paid,315043
EV0694,Corporate Event,Kandy,Restaurant,Restaurant - Kandy,53,Peak Season (Dec-Jan),27/08/2024,3,42659,Candid Clicks,077-7700086,4.4,6,97127,Royal Events Decor,077-8527111,4.9,15,152131,2870,Spice Garden Catering,077-3849362,4.5,10,134608,011-2470521,51749,Music Magic,077-3540849,4.5,7,50711,Cinema Visions,077-1589684,4.8,11,15286,533310,"100,693",10062,Yes,Yes,Paid,170078
EV0695,Birthday,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,38,Off Season (May-Sep),14/12/2025,3,35623,Golden Hour Photography,077-4627030,4.7,13,25874,Modern Elegance,077-8742335,4.7,10,29602,779,Divine Dishes,077-2501145,4.6,8,114958,011-3589696,39765,Music Magic,077-1580613,4.5,7,78178,Video Art Studio,077-8574426,4.5,7,44556,408988,"100,694",10762,Yes,Yes,Paid,94905
EV0696,Wedding,Negombo,Temple Hall,Temple Hall - Negombo,439,Regular Season,08/07/2025,8,47217,Sunset Photography,077-2147606,4.8,10,78100,Luxury Decor,077-8951745,4.8,14,598686,1363,Elite Catering,077-1105506,4.8,16,47882,011-5815039,34088,Party Beats,077-5308981,4.5,8,0,N/A,N/A,0,0,59151,961627,"100,695",2190,Yes,No,Paid,239421
EV0697,Wedding,Kandy,Restaurant,Restaurant - Kandy,300,Peak Season (Dec-Jan),28/08/2024,4,56838,Moments Captured,077-1379231,4.7,12,46358,Dream Decorations,077-4493756,4.5,7,377775,1259,Flavors Catering,077-4064049,4.4,7,222757,011-5528804,45993,Elite Entertainment,077-6924408,4.8,12,0,N/A,N/A,0,0,45119,814842,"100,696",2716,Yes,No,Paid,178348
EV0698,Birthday,Matara,Beach Resort,Beach Resort - Matara,113,Off Season (May-Sep),02/02/2025,8,27477,Perfect Frames,077-2525364,4.8,11,44615,Creative Designs,077-3864366,4.3,5,187195,1656,Gourmet Lanka,077-8211972,4.9,18,283475,011-6533980,63449,Sound Wave DJs,077-7788118,4.7,10,81112,Cinematic Dreams,077-5790495,4.8,12,18960,753101,"100,697",6664,Yes,Yes,Partial,189073
EV0699,Engagement,Anuradhapura,Temple Hall,Temple Hall - Anuradhapura,112,Regular Season,20/05/2024,3,39320,Elite Photography,077-3191599,4.9,15,61218,Stylish Setups,077-2438713,4.5,8,143746,1283,Heritage Foods,077-8334717,4.7,13,33364,011-4523088,24513,Sound Wave DJs,077-1731689,4.7,10,63648,Cinema Visions,077-1844764,4.8,11,16319,400523,"100,698",3576,Yes,Yes,Partial,125866
EV0700,Engagement,Negombo,Garden Venue,Garden Venue - Negombo,130,Off Season (May-Sep),18/06/2025,4,41778,Royal Pictures,077-1163214,4.6,9,50704,Royal Events Decor,077-3821467,4.9,15,279337,2148,Gourmet Lanka,077-2105921,4.9,18,106964,011-3396700,0,N/A,N/A,0,0,0,N/A,N/A,0,0,47863,575562,"100,699",4427,No,No,Paid,200696
EV0701,Anniversary,Kandy,Community Hall,Community Hall - Kandy,124,Peak Season (Dec-Jan),23/12/2025,8,38384,Sunset Photography,077-2509635,4.8,10,46630,Royal Events Decor,077-3035379,4.9,15,274219,2211,Divine Dishes,077-5229914,4.6,8,114835,011-2999175,31382,Sound Wave DJs,077-7814800,4.7,10,80638,Cinema Visions,077-1044461,4.8,11,11863,630370,"100,700",5083,Yes,Yes,Paid,199152
EV0702,Wedding,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,270,Regular Season,14/06/2024,6,41866,Moments Captured,077-5328743,4.7,12,70415,Stylish Setups,077-7518080,4.5,8,484528,1794,Divine Dishes,077-5109475,4.6,8,133256,011-2340833,0,N/A,N/A,0,0,80961,Cinematic Dreams,077-1849970,4.8,12,14617,863627,"100,701",3198,No,Yes,Paid,331867
EV0703,Engagement,Batticaloa,Convention Center,Convention Center - Batticaloa,143,Off Season (May-Sep),26/07/2025,3,21192,Dream Shots,077-5358288,4.3,5,27768,Flower Paradise,077-1201969,4.8,12,240797,1683,Royal Caterers,077-2147789,4.8,15,187858,011-5045222,62780,Rhythm Masters,077-4413379,4.6,9,60815,Epic Moments,077-6434843,4.9,14,27227,620784,"100,702",4341,Yes,Yes,Paid,158639
EV0704,Anniversary,Colombo,Community Hall,Community Hall - Colombo,136,Off Season (May-Sep),06/08/2025,10,52444,Golden Hour Photography,077-2536829,4.7,13,90606,Creative Designs,077-9505975,4.3,5,258753,1902,Feast Makers,077-3553618,4.6,9,39885,011-9722976,52495,Celebration Sounds,077-3311443,4.4,6,122852,Dream Videos,077-4732799,4.7,10,15469,698283,"100,703",5134,Yes,Yes,Partial,222956
EV0705,Corporate Event,Colombo,Temple Hall,Temple Hall - Colombo,86,Peak Season (Dec-Jan),18/12/2025,5,61128,Sunset Photography,077-2588823,4.8,10,136758,Luxury Decor,077-3340240,4.8,14,176386,2051,Flavors Catering,077-6570296,4.4,7,85490,011-2899115,59602,Party Beats,077-2949434,4.5,8,83693,Epic Moments,077-8024165,4.9,14,15595,598507,"100,704",6959,Yes,Yes,Paid,194914
EV0706,Corporate Event,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,123,Regular Season,29/09/2025,3,46948,Dream Shots,077-3949116,4.3,5,43396,Flower Paradise,077-4363896,4.8,12,161179,1310,Taste of Ceylon,077-3133261,4.7,12,141242,011-6763037,56945,Sound Wave DJs,077-8167490,4.7,10,41361,Epic Moments,077-2151651,4.9,14,42034,516016,"100,705",4195,Yes,Yes,Paid,112447
EV0707,Wedding,Kurunegala,Community Hall,Community Hall - Kurunegala,155,Regular Season,08/09/2025,8,33472,Perfect Frames,077-4969452,4.8,11,50450,Floral Fantasy,077-1114816,4.6,9,245055,1581,Heritage Foods,077-7139638,4.7,13,58823,011-6187765,45088,DJ Paradise,077-4438621,4.7,11,0,N/A,N/A,0,0,11648,430143,"100,706",2775,Yes,No,Paid,128339
EV0708,Birthday,Kurunegala,Community Hall,Community Hall - Kurunegala,101,Peak Season (Dec-Jan),24/10/2024,10,39702,Dream Shots,077-6890185,4.3,5,52902,Flower Paradise,077-7714063,4.8,12,146450,1450,Elite Catering,077-3560920,4.8,16,95925,011-9180025,0,N/A,N/A,0,0,63383,Video Art Studio,077-3181407,4.5,7,35689,482598,"100,707",4778,No,Yes,Paid,191452
EV0709,Engagement,Matara,Home Garden,Home Garden - Matara,210,Off Season (May-Sep),19/08/2024,5,25841,Candid Clicks,077-3106447,4.4,6,68638,Creative Designs,077-4947569,4.3,5,260106,1238,Gourmet Lanka,077-6254741,4.9,18,39318,011-9248549,43864,Live Band Entertainment,077-5561309,4.9,15,69087,Epic Moments,077-4514405,4.9,14,51774,639467,"100,708",3045,Yes,Yes,Paid,134754
EV0710,Anniversary,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,68,Regular Season,08/03/2024,12,31618,Moments Captured,077-3075757,4.7,12,66141,Flower Paradise,077-2695762,4.8,12,149290,2195,Flavors Catering,077-9272134,4.4,7,120441,011-8493705,36208,Music Magic,077-4281032,4.5,7,78371,Perfect Motion,077-2347342,4.4,6,27122,492687,"100,709",7245,Yes,Yes,Paid,144219
EV0711,Wedding,Anuradhapura,Restaurant,Restaurant - Anuradhapura,265,Peak Season (Dec-Jan),14/09/2025,3,33495,Royal Pictures,077-3701095,4.6,9,79803,Creative Designs,077-7225520,4.3,5,467751,1765,Gourmet Lanka,077-6217749,4.9,18,148649,011-3644782,0,N/A,N/A,0,0,50122,Cinematic Dreams,077-5680271,4.8,12,15621,784582,"100,710",2960,No,Yes,Paid,282786
EV0712,Birthday,Negombo,Beach Resort,Beach Resort - Negombo,120,Peak Season (Dec-Jan),27/04/2024,6,53389,Dream Shots,077-1830449,4.3,5,101642,Elegant Decor,077-2345229,4.6,8,163650,1363,Gourmet Lanka,077-2500981,4.9,18,547701,011-8774536,82250,Music Magic,077-5630888,4.5,7,54017,Cinema Visions,077-1544147,4.8,11,21103,1085332,"100,711",9044,Yes,Yes,Paid,262619
EV0713,Anniversary,Galle,Beach Resort,Beach Resort - Galle,167,Peak Season (Dec-Jan),15/03/2024,6,44364,Creative Lens Studio,077-6513945,4.5,8,111243,Creative Designs,077-7117955,4.3,5,471140,2821,Elite Catering,077-1158135,4.8,16,297626,011-7273803,0,N/A,N/A,0,0,81757,Cinema Visions,077-3021324,4.8,11,34404,1159461,"100,712",6942,No,Yes,Paid,279669
EV0714,Anniversary,Jaffna,Community Hall,Community Hall - Jaffna,175,Peak Season (Dec-Jan),09/09/2025,6,59088,Moments Captured,077-9589694,4.7,12,88225,Flower Paradise,077-2863415,4.8,12,401310,2293,Taste of Ceylon,077-8884983,4.7,12,53258,011-9002722,53200,Live Band Entertainment,077-3594239,4.9,15,39202,Motion Pictures,077-3177321,4.6,9,39091,700737,"100,713",4004,Yes,Yes,Paid,235005
EV0715,Engagement,Anuradhapura,Home Garden,Home Garden - Anuradhapura,205,Off Season (May-Sep),31/12/2024,6,26185,Creative Lens Studio,077-9397018,4.5,8,26358,Luxury Decor,077-1528110,4.8,14,334190,1630,Divine Dishes,077-1247136,4.6,8,12902,011-3423684,63596,Live Band Entertainment,077-5309952,4.9,15,62681,Dream Videos,077-5918412,4.7,10,32307,627117,"100,714",3059,Yes,Yes,Paid,225561
EV0716,Birthday,Negombo,Garden Venue,Garden Venue - Negombo,50,Off Season (May-Sep),20/10/2025,6,39946,Creative Lens Studio,077-2986324,4.5,8,73825,Floral Fantasy,077-5125648,4.6,9,135562,2711,Feast Makers,077-7118266,4.6,9,134077,011-7846704,0,N/A,N/A,0,0,0,N/A,N/A,0,0,41705,456551,"100,715",9131,No,No,Paid,99477
EV0717,Wedding,Galle,Restaurant,Restaurant - Galle,224,Off Season (May-Sep),08/08/2025,5,32771,Dream Shots,077-5912954,4.3,5,43810,Flower Paradise,077-9445469,4.8,12,415296,1854,Taste of Ceylon,077-2106598,4.7,12,71928,011-3848770,92080,Live Band Entertainment,077-1395692,4.9,15,53468,Cinema Visions,077-1171444,4.8,11,57446,811553,"100,716",3623,Yes,Yes,Paid,310479
EV0718,Anniversary,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,120,Peak Season (Dec-Jan),02/05/2025,5,46196,Elite Photography,077-2568206,4.9,15,92459,Elegant Decor,077-1052684,4.6,8,276900,2307,Spice Garden Catering,077-6466883,4.5,10,364382,011-2143243,99927,Party Beats,077-2987958,4.5,8,91349,Dream Videos,077-5632814,4.7,10,41113,1073055,"100,717",8942,Yes,Yes,Partial,304878
EV0719,Birthday,Matara,Temple Hall,Temple Hall - Matara,139,Regular Season,04/08/2024,8,39645,Creative Lens Studio,077-7078059,4.5,8,56136,Modern Elegance,077-5355320,4.7,10,355339,2556,Elite Catering,077-3596517,4.8,16,45754,011-5157308,64696,Rhythm Masters,077-1765283,4.6,9,59824,Video Art Studio,077-8748721,4.5,7,51570,652568,"100,718",4694,Yes,Yes,Paid,160150
EV0720,Anniversary,Colombo,Restaurant,Restaurant - Colombo,114,Peak Season (Dec-Jan),28/11/2024,12,73085,Dream Shots,077-9064545,4.3,5,110486,Modern Elegance,077-9918074,4.7,10,173804,1524,Gourmet Lanka,077-4856748,4.9,18,115271,011-6036215,70557,Music Magic,077-2026789,4.5,7,53239,Perfect Motion,077-4632485,4.4,6,47181,645370,"100,719",5661,Yes,Yes,Paid,191891
EV0721,Corporate Event,Negombo,Hotel Ballroom,Hotel Ballroom - Negombo,248,Regular Season,25/01/2024,8,43607,Moments Captured,077-3474648,4.7,12,78726,Stylish Setups,077-8564314,4.5,8,453840,1830,Gourmet Lanka,077-4119496,4.9,18,300411,011-6655681,0,N/A,N/A,0,0,0,N/A,N/A,0,0,44811,949557,"100,720",3828,No,No,Paid,379259
EV0722,Anniversary,Anuradhapura,Restaurant,Restaurant - Anuradhapura,74,Off Season (May-Sep),03/07/2024,6,32841,Sunset Photography,077-8972255,4.8,10,27802,Stylish Setups,077-1874398,4.5,8,157893,2133,Heritage Foods,077-7818880,4.7,13,82805,011-9515528,0,N/A,N/A,0,0,36305,Motion Pictures,077-1506832,4.6,9,23065,394764,"100,721",5334,No,Yes,Paid,119772
EV0723,Engagement,Anuradhapura,Convention Center,Convention Center - Anuradhapura,125,Regular Season,22/09/2024,6,23937,Sunset Photography,077-1148219,4.8,10,50094,Modern Elegance,077-6272585,4.7,10,286662,2293,Flavors Catering,077-4218743,4.4,7,131057,011-7719449,75332,Rhythm Masters,077-6396710,4.6,9,48881,Dream Videos,077-7903721,4.7,10,46617,755545,"100,722",6044,Yes,Yes,Partial,159839
EV0724,Anniversary,Batticaloa,Home Garden,Home Garden - Batticaloa,167,Regular Season,16/09/2024,10,24769,Royal Pictures,077-2000531,4.6,9,61604,Modern Elegance,077-3953859,4.7,10,336972,2017,Gourmet Lanka,077-3943414,4.9,18,41625,011-9916270,62211,Elite Entertainment,077-3470026,4.8,12,0,N/A,N/A,0,0,16681,539102,"100,723",3228,Yes,No,Partial,118956
EV0725,Wedding,Matara,Home Garden,Home Garden - Matara,368,Off Season (May-Sep),02/05/2025,3,28410,Golden Hour Photography,077-2737538,4.7,13,31555,Flower Paradise,077-8127485,4.8,12,969900,2635,Elite Catering,077-1131929,4.8,16,30459,011-3739212,63604,Party Beats,077-4005993,4.5,8,0,N/A,N/A,0,0,50898,1204148,"100,724",3272,Yes,No,Paid,247955
EV0726,Birthday,Anuradhapura,Hotel Ballroom,Hotel Ballroom - Anuradhapura,42,Regular Season,16/11/2025,5,26160,Candid Clicks,077-1551939,4.4,6,32269,Dream Decorations,077-5885614,4.5,7,66393,1580,Heritage Foods,077-4326662,4.7,13,250064,011-3750522,31079,Celebration Sounds,077-4099584,4.4,6,0,N/A,N/A,0,0,37245,481791,"100,725",11471,Yes,No,Partial,176829
EV0727,Birthday,Kurunegala,Temple Hall,Temple Hall - Kurunegala,103,Off Season (May-Sep),19/07/2025,5,29010,Elite Photography,077-6453433,4.9,15,50210,Flower Paradise,077-2824114,4.8,12,173761,1687,Elite Catering,077-4673938,4.8,16,18810,011-8192135,0,N/A,N/A,0,0,0,N/A,N/A,0,0,13988,306685,"100,726",2977,No,No,Paid,69140
EV0728,Birthday,Matara,Beach Resort,Beach Resort - Matara,50,Peak Season (Dec-Jan),18/09/2024,12,37986,Golden Hour Photography,077-6095616,4.7,13,70870,Flower Paradise,077-6970972,4.8,12,130955,2619,Heritage Foods,077-4446190,4.7,13,375406,011-6933441,0,N/A,N/A,0,0,56870,Dream Videos,077-9208286,4.7,10,23372,683803,"100,727",13676,No,Yes,Paid,222021
EV0729,Engagement,Jaffna,Home Garden,Home Garden - Jaffna,80,Peak Season (Dec-Jan),26/04/2024,3,34249,Vision Studios,077-2304501,4.5,7,78404,Luxury Decor,077-7231119,4.8,14,195888,2448,Heritage Foods,077-6021304,4.7,13,21389,011-9399731,28106,Celebration Sounds,077-4996275,4.4,6,70381,Perfect Motion,077-1546508,4.4,6,22318,443153,"100,728",5539,Yes,Yes,Paid,111590
EV0730,Engagement,Colombo,Convention Center,Convention Center - Colombo,124,Regular Season,15/01/2025,5,42950,Moments Captured,077-1560195,4.7,12,42600,Modern Elegance,077-4792260,4.7,10,198424,1600,Divine Dishes,077-7791754,4.6,8,154949,011-6872902,84718,Rhythm Masters,077-9460643,4.6,9,123174,Motion Pictures,077-5778772,4.6,9,34757,692280,"100,729",5582,Yes,Yes,Paid,224822
EV0731,Birthday,Negombo,Restaurant,Restaurant - Negombo,138,Peak Season (Dec-Jan),14/07/2025,8,41010,Elite Photography,077-6592513,4.9,15,105980,Floral Fantasy,077-7590456,4.6,9,147315,1067,Spice Garden Catering,077-6252223,4.5,10,218651,011-9614117,0,N/A,N/A,0,0,0,N/A,N/A,0,0,19910,512354,"100,730",3712,No,No,Paid,199959
EV0732,Wedding,Kandy,Home Garden,Home Garden - Kandy,355,Peak Season (Dec-Jan),10/01/2025,8,66179,Elite Photography,077-2640625,4.9,15,81266,Flower Paradise,077-3221959,4.8,12,558894,1574,Elite Catering,077-4033513,4.8,16,48701,011-5317889,65683,Live Band Entertainment,077-8488318,4.9,15,49809,Dream Videos,077-2275295,4.7,10,45274,1050609,"100,731",2959,Yes,Yes,Paid,231107
EV0733,Corporate Event,Negombo,Temple Hall,Temple Hall - Negombo,82,Regular Season,21/05/2024,8,52085,Dream Shots,077-9943029,4.3,5,89072,Classic Touch,077-5506019,4.4,6,165640,2020,Elite Catering,077-6291618,4.8,16,59875,011-9336340,0,N/A,N/A,0,0,39666,Motion Pictures,077-3305668,4.6,9,12868,411521,"100,732",5018,No,Yes,Paid,87331
EV0734,Birthday,Galle,Community Hall,Community Hall - Galle,118,Peak Season (Dec-Jan),10/09/2024,10,43809,Elite Photography,077-8820493,4.9,15,74496,Modern Elegance,077-3128186,4.7,10,174026,1474,Flavors Catering,077-7280747,4.4,7,71107,011-7808474,0,N/A,N/A,0,0,0,N/A,N/A,0,0,58500,412626,"100,733",3496,No,No,Paid,153494
EV0735,Birthday,Galle,Convention Center,Convention Center - Galle,120,Regular Season,05/07/2025,8,37090,Candid Clicks,077-8214175,4.4,6,93877,Modern Elegance,077-6944002,4.7,10,117360,978,Delicious Bites,077-2598449,4.3,6,274970,011-5002856,40434,Party Beats,077-1958982,4.5,8,105254,Video Art Studio,077-3783829,4.5,7,30439,746924,"100,734",6224,Yes,Yes,Paid,219187
EV0736,Engagement,Kurunegala,Restaurant,Restaurant - Kurunegala,94,Off Season (May-Sep),29/03/2025,6,35936,Vision Studios,077-3823299,4.5,7,55046,Modern Elegance,077-7080274,4.7,10,112142,1193,Delicious Bites,077-6119459,4.3,6,120428,011-9750887,0,N/A,N/A,0,0,31178,Cinematic Dreams,077-4635731,4.8,12,43286,416504,"100,735",4430,No,Yes,Paid,144702
